C# Code	Java Reference Code	Generated Java Code
"public virtual int codePointAt(int index){if (index < 0 || index >= count){throw indexAndLength(index);}return Sharpen.CharHelper.CodePointAt(value, index, count);}
"	"public int codePointAt(int index) {if (index < 0 || index >= count) {throw indexAndLength(index);}return Character.codePointAt(value, index, count);}
"	public int codePointOffset(int index, int codePointOffset) {if (index < 0 || index >= count) {throw indexAndLength(index);}return Sharpen.CharHelper.CodePointOffset(value, index, codePointOffset);}  C# code: public virtual int compareTo(string other){if (other == null){return 1;}int n = count;int m = other.count;int k = n < m? n : m;for (int i = 0; i < k; i++){int c = Sharpen.CharHelper.Compare(value[i], other.value[i]);if (c!= 0){return c;}}return n - m;}
"public void SetPasswordVerifier(int passwordVerifier){this.passwordVerifier = passwordVerifier;}
"	"public void setPasswordVerifier(int passwordVerifier) {this.passwordVerifier = passwordVerifier;}
"	public void setPasswordVerifier(byte[] passwordVerifier, int offset, int length, int passwordVerifierOffset, int passwordVerifierLength) {this
"public ListVaultsRequest(string accountId){_accountId = accountId;}
"	"public ListVaultsRequest(String accountId) {setAccountId(accountId);}
"	public ListVaultsRequest(String accountId, String vaultNamePrefix, String marker, int limit, String uploadIdMarker, String vaultCapacityUnit, String vaultCapacityUnitType) {this.accountId = accountId;this.vaultNamePrefix = vaultNamePrefix;this.marker = marker;this.limit = limit;this.uploadIdMarker = uploadIdMarker;this.vaultCapacityUnit
"public SquashMessageFormatter(){dateFormatter = new GitDateFormatter(GitDateFormatter.Format.DEFAULT);}
"	"public SquashMessageFormatter() {dateFormatter = new GitDateFormatter(Format.DEFAULT);}
"	public String getTreeId(Commit commit) {return commit.getTree().getId().getName();}
"public GetVideoCoverRequest(): base(""CloudPhoto"", ""2017-07-11"", ""GetVideoCover"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}
"	"public GetVideoCoverRequest() {super(""CloudPhoto"", ""2017-07-11"", ""GetVideoCover"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}
"	public Get
"public override int lastIndexOf(object @object){int pos = _size;java.util.LinkedList.Link<E> link = voidLink.previous;if (@object != null){while (link != voidLink){pos--;if (@object.Equals(link.data)){return pos;}link = link.previous;}}else{while (link != voidLink){pos--;if ((object)link.data == null){return pos;}link = link.previous;}}return -1;}
"	"public int lastIndexOf(Object object) {int pos = size;Link<E> link = voidLink.previous;if (object != null) {while (link != voidLink) {pos--;if (object.equals(link.data)) {return pos;}link = link.previous;}} else {while (link != voidLink) {pos--;if (link.data == null) {return pos;}link = link.previous;}}return -1;}
"	public int lastIndexOf(Object object, int index, int count) {int pos = index;if (object!= null) {for (Link<E> link = last; link!= voidLink; link = link.previous) {if (object.equals(link.data
"public virtual DescribeSpotFleetRequestsResponse DescribeSpotFleetRequests(DescribeSpotFleetRequestsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeSpotFleetRequestsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeSpotFleetRequestsResponseUnmarshaller.Instance;return Invoke<DescribeSpotFleetRequestsResponse>(request, options);}
"	"public DescribeSpotFleetRequestsResult describeSpotFleetRequests(DescribeSpotFleetRequestsRequest request) {request = beforeClientExecution(request);return executeDescribeSpotFleetRequests(request);}
"	public DescribeTagsResponse describeTags(DescribeTagsRequest request){return hcClient.syncInvokeHttp(request, EcsMeta.describeTags);}  C# code: public virtual DescribeVolumesResponse DescribeVolumes(DescribeVolumesRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeVolumesRequestMarshaller.Instance;options.
"public virtual IndexFacesResponse IndexFaces(IndexFacesRequest request){var options = new InvokeOptions();options.RequestMarshaller = IndexFacesRequestMarshaller.Instance;options.ResponseUnmarshaller = IndexFacesResponseUnmarshaller.Instance;return Invoke<IndexFacesResponse>(request, options);}
"	"public IndexFacesResult indexFaces(IndexFacesRequest request) {request = beforeClientExecution(request);return executeIndexFaces(request);}
"	public ListGroupMembersResponse listGroupMembers(ListGroupMembersRequest request){return hcClient.syncInvokeHttp(request, Iot.ListGroupMembers);}  C# code: public virtual ListJobExecutionsForJobResponse ListJobExecutionsForJob(ListJobExecutionsForJobRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListJobExecutionsForJobRequestMarshaller.Instance;options.ResponseUnmarshaller = ListJobExecutionsForJobResponseUnmarshaller.Instance;return Invoke<ListJobExecutionsForJobResponse>(request, options);}
"public override BreakIterator GetBreakIterator(int script){switch (script){case UScript.Japanese: return (BreakIterator)cjkBreakIterator.Clone();case UScript.Myanmar:if (myanmarAsWords){return (BreakIterator)defaultBreakIterator.Clone();}else{return (BreakIterator)myanmarSyllableIterator.Clone();}default: return (BreakIterator)defaultBreakIterator.Clone();}}
"	"public RuleBasedBreakIterator getBreakIterator(int script) {switch(script) {case UScript.JAPANESE: return (RuleBasedBreakIterator)cjkBreakIterator.clone();case UScript.MYANMAR:if (myanmarAsWords) {return (RuleBasedBreakIterator)defaultBreakIterator.clone();} else {return (RuleBasedBreakIterator)myanmarSyllableIterator.clone();}default: return (RuleBasedBreakIterator)defaultBreakIterator.clone();}}
"	public BreakIterator getBreakIterator(int script) {switch (script) {case UScript.JAPANESE: return (BreakIterator) cjkBreakIterator.clone();case UScript.MYANMAR: if (myanmarAsWords) {return (BreakIterator) defaultBreakIterator.clone();} else {return (BreakIterator) myanmarSyllableIterator.clone();}default: return (BreakIterator) defaultBreakIterator.clone();}}  C# code: public override int GetLevelForDistance(double dist){if (dist == 0){return m_maxLevels;}for (int i = 0; i < m_maxLevels - 1; i++){if (dist > levelW[i] && dist > levelH[i]){return i + 1;
"public override String ToString(){StringBuilder b = new StringBuilder();b.Append(""[DCONREF]\n"");b.Append(""    .ref\n"");b.Append(""        .firstrow   = "").Append(firstRow).Append(""\n"");b.Append(""        .lastrow    = "").Append(lastRow).Append(""\n"");b.Append(""        .firstcol   = "").Append(firstCol).Append(""\n"");b.Append(""        .lastcol    = "").Append(lastCol).Append(""\n"");b.Append(""    .cch            = "").Append(charCount).Append(""\n"");b.Append(""    .stFile\n"");b.Append(""        .h          = "").Append(charType).Append(""\n"");b.Append(""        .rgb        = "").Append(ReadablePath).Append(""\n"");b.Append(""[/DCONREF]\n"");return b.ToString();}
"	"public String toString(){StringBuilder b = new StringBuilder();b.append(""[DCONREF]\n"");b.append(""    .ref\n"");b.append(""        .firstrow   = "").append(firstRow).append(""\n"");b.append(""        .lastrow    = "").append(lastRow).append(""\n"");b.append(""        .firstcol   = "").append(firstCol).append(""\n"");b.append(""        .lastcol    = "").append(lastCol).append(""\n"");b.append(""    .cch            = "").append(charCount).append(""\n"");b.append(""    .stFile\n"");b.append(""        .h          = "").append(charType).append(""\n"");b.append(""        .rgb        = "").append(getReadablePath()).append(""\n"");b.append(""[/DCONREF]\n"");return b.toString();}
"	public void read(BinaryReader br) {firstRow = br.readInt();lastRow = br.readInt();firstCol = br.readInt();lastCol = br.readInt();charCount = br.readInt();charType = br.readInt();ReadablePath = br.readString();}  C# code: public override void Write(StreamWriter sw){sw.Write(firstRow);sw.Write(lastRow);sw.Write(firstCol);sw.Write(lastCol);sw.Write(char
"public virtual int GetPackedGitOpenFiles(){return packedGitOpenFiles;}
"	"public int getPackedGitOpenFiles() {return packedGitOpenFiles;}
"	public int getPackfileUncompressedSizeTotalUnpacked() {return packfileUn
"public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[FEATURE HEADER]\n"");buffer.Append(""[/FEATURE HEADER]\n"");return buffer.ToString();}
"	"public String toString() {StringBuilder buffer = new StringBuilder();buffer.append(""[FEATURE HEADER]\n"");buffer.append(""[/FEATURE HEADER]\n"");return buffer.toString();}
"	"public String toString() {StringBuilder buffer = new StringBuilder();buffer.append(""[FEATURE HEADER]\n"");buffer.append(""[/FEATURE HEADER]\n"");return buffer.toString();}  C# code: public override void WriteTo(BinaryWriter writer){writer.Write(m_maxLevels);writer.Write(m_levelW);writer.Write(m_levelH);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m_levelH.Length);writer.Write(m_levelW.Length);writer.Write(m"
"public static byte[] GetToUnicodeLE(String string1){return UTF16LE.GetBytes(string1);}
"	"public static byte[] getToUnicodeLE(String string) {return string.getBytes(UTF16LE);}
"	public static byte[] getToLatin1(String string1) {return LATIN1.GetBytes(string1
"public IList<string> GetFooterLines(string keyName){return GetFooterLines(new FooterKey(keyName));}
"	"public final List<String> getFooterLines(String keyName) {return getFooterLines(new FooterKey(keyName));}
"	public List<String> getFooterLines(String keyName, String keyValue, String keyValue2, String keyValue3) {return getFooterLines(new
"public override void Refresh(){base.Refresh();Rescan();}
"	"public void refresh() {super.refresh();clearReferences();}
"	"public void setMaxZoom(int maxZoom) {if (maxZoom < 0)throw new IllegalArgumentException(""maxZoom must be greater than or equal to 0"");this.maxZoom = maxZoom;}  C# code: public override void SetMinZoom(int minZoom){if (min"
"public override float get(int index){checkIndex(index);return byteBuffer.getFloat(index * libcore.io.SizeOf.FLOAT);}
"	"public float get(int index) {checkIndex(index);return byteBuffer.getFloat(index * SizeOf.FLOAT);}
"	public void put(int index, byte value) {checkIndex(index);byteBuffer.put(index * SizeOf.BYTE, value);}  C# code: public override void put(int index, bool value){checkIndex(index);byteBuffer.
"public virtual DeleteDetectorResponse DeleteDetector(DeleteDetectorRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteDetectorRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteDetectorResponseUnmarshaller.Instance;return Invoke<DeleteDetectorResponse>(request, options);}
"	"public DeleteDetectorResult deleteDetector(DeleteDetectorRequest request) {request = beforeClientExecution(request);return executeDeleteDetector(request);}
"	public DeleteDeviceGroupResponse deleteDeviceGroup(DeleteDeviceGroupRequest request){return hcClient.syncInvokeHttp(request, IoTDriver.deleteDeviceGroup);}  C# code: public virtual DeleteDeviceGroupResponse DeleteDeviceGroup(DeleteDeviceGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteDeviceGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteDeviceGroupResponseUnmarshaller.Instance;return Invoke<DeleteDeviceGroupResponse>(request, options);}
"public override int[] Grow(){Debug.Assert(bytesStart != null);return bytesStart = ArrayUtil.Grow(bytesStart, bytesStart.Length + 1);}
"	"public int[] grow() {assert bytesStart != null;return bytesStart = ArrayUtil.grow(bytesStart, bytesStart.length + 1);}
"	public int[] grow(int minLength, int maxLength, int[] newBytes, int newBytesOffset, int newBytesLength) {Debug.Assert(bytesStart!= null);return bytesStart = ArrayUtil.grow(bytesStart, minLength, maxLength, newBytes, newBytesOffset, newBytesLength);}  C# code: public override int[] Grow(int minLength, int maxLength, int[] newBytes, int newBytesOffset, int newBytesLength, int[] newBytes2){Debug.Assert(bytesStart!= null);return bytesStart = ArrayUtil.Grow(bytesStart, minLength
"public virtual ListExclusionsResponse ListExclusions(ListExclusionsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListExclusionsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListExclusionsResponseUnmarshaller.Instance;return Invoke<ListExclusionsResponse>(request, options);}
"	"public ListExclusionsResult listExclusions(ListExclusionsRequest request) {request = beforeClientExecution(request);return executeListExclusions(request);}
"	"public ListExclusionsResponse listExclusions(ListExclusionsRequest request){return hcClient.syncInvokeHttp(request, AcmMeta.listExclusions);}  C# code: public virtual ListExclusionsResponse ListExclusions(ListExclusionsRequest request){var runtime = new Dictionary<string, string> {{""acs:product"", ""Acm""}, {""acs:regionId"", request.RegionId}};var authConfig = new Dictionary<string, string> {{""accessKeyId"", credentials.GetAccessKeyId()}, {""accessKeySecret"", credentials.GetAccessKeySecret()}, {""type"", ""access_key""}};var authRequest = new AlibabaCloud.SDK.ROS.CDK.Core.AuthRequest(authConfig, runtime);var authResponse = authClient.AuthorizeEndpoint(authRequest, runtime);var openPlatformEndpoint = authResponse.Endpoint;var openPlatformRPCRequest = AlibabaCloud.SDK.ROS.CDK.Core.RpcRequest.NewBuilder().WithEndpoint(openPlatformEndpoint).WithProtocol(AlibabaCloud.SDK.ROS.CDK.Core.Protocol.HTTPS).WithRegionId(credentials.GetRegionId()).WithCommonRequestParameters(CommonRequestParameters.NewBuilder().WithPath(""/"").WithMethod(AlibabaCloud.SDK.ROS.CDK.Core.Method.POST).WithHeaders(AlibabaCloud.SDK.ROS.CDK.Core.Headers.NewBuilder().WithCommonHeaders(AlibabaCloud.SDK.ROS.CDK.Core.Headers.NewBuilder().WithXAcsDingtalkAccessToken(authResponse.AccessToken).Build()).Build()).WithQuery(AlibabaCloud.SDK.ROS.CDK.Core.Query.NewBuilder().WithAction(""ListExclusions"").WithVersion(""2020-02-02"").Build()).Build()).Build();var openPlatformRPCResponse = client.DoAction(openPlatformRPCRequest);var openPlatformEndpointHost = AlibabaCloud.SDK.ROS.CDK.Core.EndpointUtil.GetEndpointHost(openPlatformRPCResponse.Endpoint, openPlatformRPCResponse.UseAccelerate, client.Config.EndpointType);_endpoint = AlibabaCloud.SDK.ROS.CDK.Core.EndpointUtil.GetEndpoint(openPlatformEndpointHost, client.Config.RegionId, client.Config.EndpointType);_protocol = client.Config.Protocol;_userAgent = client.Config.UserAgent; AlibabaCloud.SDK.ROS.CDK."
"public static SpatialStrategy GetSpatialStrategy(int roundNumber){SpatialStrategy result;if (!spatialStrategyCache.TryGetValue(roundNumber, out result) || result == null){throw new InvalidOperationException(""Strategy should have been init'ed by SpatialDocMaker by now"");}return result;}
"	"public static SpatialStrategy getSpatialStrategy(int roundNumber) {SpatialStrategy result = spatialStrategyCache.get(roundNumber);if (result == null) {throw new IllegalStateException(""Strategy should have been init'ed by SpatialDocMaker by now"");}return result;}
"	"public static SpatialStrategy getSpatialStrategy(int roundNumber) {SpatialStrategy result = spatialStrategyCache.get(roundNumber);if (result == null) {throw new IllegalStateException(""Strategy should have been init'ed by SpatialDocMaker by now"");}return result;}  C# code: public override void Init(int roundNumber, int maxLevels, double levelW, double levelH, double levelW2, double levelH2, double levelW3, double levelH3, double levelW4, double levelH4, double levelW5, double levelH5, double levelW6, double levelH6, double levelW7, double levelH7, double levelW8, double levelH8, double levelW9, double levelH9, double levelW10, double levelH10, double levelW11, double levelH11, double levelW12, double levelH12, double levelW13, double levelH13, double levelW14, double levelH14, double levelW15, double levelH15, double levelW16, double levelH16, double levelW17, double levelH17, double levelW18, double levelH18, double levelW19, double levelH19, double levelW20, double levelH20, double levelW21, double levelH21, double levelW22, double levelH22, double levelW23, double levelH23, double levelW24, double levelH24, double levelW25, double levelH25, double levelW26, double levelH26, double levelW27, double levelH27, double levelW28, double levelH28, double levelW29, double levelH29, double levelW30, double levelH30, double levelW31, double levelH31, double levelW32, double levelH32, double levelW33, double levelH33, double levelW34, double levelH34, double levelW35, double levelH35, double levelW36, double levelH36, double levelW37, double levelH37, double levelW38, double levelH38, double level"
"public virtual RestoreDBClusterToPointInTimeResponse RestoreDBClusterToPointInTime(RestoreDBClusterToPointInTimeRequest request){var options = new InvokeOptions();options.RequestMarshaller = RestoreDBClusterToPointInTimeRequestMarshaller.Instance;options.ResponseUnmarshaller = RestoreDBClusterToPointInTimeResponseUnmarshaller.Instance;return Invoke<RestoreDBClusterToPointInTimeResponse>(request, options);}
"	"public DBCluster restoreDBClusterToPointInTime(RestoreDBClusterToPointInTimeRequest request) {request = beforeClientExecution(request);return executeRestoreDBClusterToPointInTime(request);}
"	public RestoreTableToTimeRangeResponse restoreTableToTimeRange(RestoreTableToTimeRangeRequest request){return hcClient.syncInvokeHttp(request, IotMeta.restoreTableToTimeRange);}  C# code: public virtual RestoreTableToTimeRangeResponse RestoreTableToTimeRange(RestoreTableToTimeRangeRequest request, RuntimeOptions runtime){var options = new InvokeOptions();options.RequestMarshaller = RestoreTableToTimeRangeRequestMarshaller.Instance;options.ResponseUnmarshaller = RestoreTableToTimeRangeResponse
"public override void Serialize(ILittleEndianOutput out1){out1.WriteShort(field_1_categoryDataType);out1.WriteShort(field_2_valuesDataType);out1.WriteShort(field_3_numCategories);out1.WriteShort(field_4_numValues);out1.WriteShort(field_5_bubbleSeriesType);out1.WriteShort(field_6_numBubbleValues);}
"	"public void serialize(LittleEndianOutput out) {out.writeShort(field_1_categoryDataType);out.writeShort(field_2_valuesDataType);out.writeShort(field_3_numCategories);out.writeShort(field_4_numValues);out.writeShort(field_5_bubbleSeriesType);out.writeShort(field_6_numBubbleValues);}
"	public void serialize(LittleEndian
"public virtual PostAgentProfileResponse PostAgentProfile(PostAgentProfileRequest request){var options = new InvokeOptions();options.RequestMarshaller = PostAgentProfileRequestMarshaller.Instance;options.ResponseUnmarshaller = PostAgentProfileResponseUnmarshaller.Instance;return Invoke<PostAgentProfileResponse>(request, options);}
"	"public PostAgentProfileResult postAgentProfile(PostAgentProfileRequest request) {request = beforeClientExecution(request);return executePostAgentProfile(request);}
"	"public PostAgentProfileResponse postAgentProfile(PostAgentProfileRequest request){return hcClient.syncInvokeHttp(request, AcsMeta.postAgentProfile);}  C# code: public virtual PostAgentProfileResponse PostAgentProfile(PostAgentProfileRequest request){var runtime = new Dictionary<string, string> { {""acs:regionId"", request.RegionId}, {""acs:agentId"", request.AgentId}, {""acs:agentName"", request.AgentName}, {""acs:agentType"", request.AgentType}, {""acs:agentVersion"", request.AgentVersion}, {""acs:agentStatus"", request.AgentStatus}, {""acs:agentStatusReason"", request.AgentStatusReason}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"", request.AgentStatusReasonCode}, {""acs:agentStatusReasonMessage"", request.AgentStatusReasonMessage}, {""acs:agentStatusReasonCode"","
"public virtual ParseTreePattern CompileParseTreePattern(string pattern, int patternRuleIndex){if (((ITokenStream)InputStream) != null){ITokenSource tokenSource = ((ITokenStream)InputStream).TokenSource;if (tokenSource is Lexer){Lexer lexer = (Lexer)tokenSource;return CompileParseTreePattern(pattern, patternRuleIndex, lexer);}}throw new NotSupportedException(""Parser can't discover a lexer to use"");}
"	"public ParseTreePattern compileParseTreePattern(String pattern, int patternRuleIndex) {if ( getTokenStream()!=null ) {TokenSource tokenSource = getTokenStream().getTokenSource();if ( tokenSource instanceof Lexer ) {Lexer lexer = (Lexer)tokenSource;return compileParseTreePattern(pattern, patternRuleIndex, lexer);}}throw new UnsupportedOperationException(""Parser can't discover a lexer to use"");}
"	public ParseTreePatternMatcher compileParseTreePatternMatcher(String pattern, int patternRuleIndex) {ParseTreePatternParser parser = new ParseTreePatternParser(this, new CommonTokenStream(new AntlrInputStream(pattern)));ParseTreePatternParser.ParseTreePatternContext treePattern = parser.parseTreePattern();ParseTreePatternMatcher matcher = new ParseTreePatternMatcher(this, treePattern);return matcher;}  C# code: public virtual ParseTreePatternMatcher CompileParseTreePatternMatcher(string pattern, int patternRuleIndex, Lexer lexer){
"public virtual BacktrackDBClusterResponse BacktrackDBCluster(BacktrackDBClusterRequest request){var options = new InvokeOptions();options.RequestMarshaller = BacktrackDBClusterRequestMarshaller.Instance;options.ResponseUnmarshaller = BacktrackDBClusterResponseUnmarshaller.Instance;return Invoke<BacktrackDBClusterResponse>(request, options);}
"	"public BacktrackDBClusterResult backtrackDBCluster(BacktrackDBClusterRequest request) {request = beforeClientExecution(request);return executeBacktrackDBCluster(request);}
"	public DescribeDBClusterResponse describeDBCluster(DescribeDBClusterRequest request){return hcClient.syncInvokeHttp(request, AcsMeta.describeDBCluster);}  C# code: public virtual DescribeDBCluster
"public override string GetName(){return strategyName;}
"	"public String getName() {return strategyName;}
"	public void readFields(InputStream stream, String name) throws IOException {try (BinaryReader reader = new BinaryReader(stream
"public virtual void CopyTo(byte[] b, int o){FormatHexByte(b, o + 0, w1);FormatHexByte(b, o + 8, w2);FormatHexByte(b, o + 16, w3);FormatHexByte(b, o + 24, w4);FormatHexByte(b, o + 32, w5);}
"	"public void copyTo(byte[] b, int o) {formatHexByte(b, o + 0, w1);formatHexByte(b, o + 8, w2);formatHexByte(b, o + 16, w3);formatHexByte(b, o + 24, w4);formatHexByte(b, o + 32, w5);}
"	public boolean equals(Object obj) {if (obj == null ||!(obj instanceof Geohash))return false;Geohash other = (Geohash)obj;return w1 == other.w1 && w2 == other.w2 && w3 == other.w3 && w4 == other.w4 && w5 == other.w5 && level == other.level;}  C# code: public static Geohash Parse(string s){if (s == null)throw new ArgumentNullException(nameof(s));if (s.Length!= 12)throw new
"public static IntList LineMap(byte[] buf, int ptr, int end){IntList map = new IntList((end - ptr) / 36);map.FillTo(1, int.MinValue);for (; ptr < end; ptr = NextLF(buf, ptr)){map.Add(ptr);}map.Add(end);return map;}
"	"public static final IntList lineMap(byte[] buf, int ptr, int end) {IntList map = new IntList((end - ptr) / 36);map.fillTo(1, Integer.MIN_VALUE);for (; ptr < end; ptr = nextLF(buf, ptr)) {map.add(ptr);}map.add(end);return map;}
"	public static IntList lineMap(byte[] buf, int ptr, int end, int maxLineLength, int maxLineCount) {IntList map = new IntList(maxLineCount);map.fillTo(1, Integer.MIN_VALUE);for (; ptr < end; ptr = NextLF(buf, ptr)) {map.add(ptr);}map.add(end);return map;}  C# code: public static IntList LineMap(byte[] buf, int ptr, int end, int maxLineLength, int maxLineCount, int maxLineBytes){IntList map = new IntList(maxLineCount);map.FillTo(1, int.MinValue);for (; ptr < end; ptr = NextLF(buf, ptr)){map.Add(ptr
"public virtual ICollection<ObjectId> GetAdditionalHaves(){return Sharpen.Collections.EmptySet<ObjectId>();}
"	"public Set<ObjectId> getAdditionalHaves() {return Collections.emptySet();}
"	public Collection<ObjectId> getAdditionalWants(int level, int maxLevel, int minLevel, int maxDistance, int maxDistanceLevel) {return Collections.emptySet();}  C# code: public virtual ICollection<ObjectId> GetAdditionalWants(int level, int maxLevel, int minLevel, int maxDistance, int maxDistanceLevel, int maxDistanceLevel2){return Sharpen.Collections.EmptySet<ObjectId>();}
"public override long RamBytesUsed(){return _termsCache.Values.Sum(simpleTextTerms => (simpleTextTerms != null) ? simpleTextTerms.RamBytesUsed() : 0);}
"	"public synchronized long ramBytesUsed() {long sizeInBytes = BASE_RAM_BYTES_USED + fields.size() * 2 * RamUsageEstimator.NUM_BYTES_OBJECT_REF;for(SimpleTextTerms simpleTextTerms : termsCache.values()) {sizeInBytes += (simpleTextTerms!=null) ? simpleTextTerms.ramBytesUsed() : 0;}return sizeInBytes;}
"	public long getSizeInBytes(boolean includeTermVectors, boolean includeFieldNames, boolean includeTerm
"public String ToXml(String tab){StringBuilder builder = new StringBuilder();builder.Append(tab).Append(""<"").Append(RecordName).Append("">\n"");for (IEnumerator iterator = EscherRecords.GetEnumerator(); iterator.MoveNext(); ){EscherRecord escherRecord = (EscherRecord)iterator.Current;builder.Append(escherRecord.ToXml(tab + ""\t""));}builder.Append(tab).Append(""</"").Append(RecordName).Append("">\n"");return builder.ToString();}
"	"public String toXml(String tab) {StringBuilder builder = new StringBuilder();builder.append(tab).append(""<"").append(getRecordName()).append("">\n"");for (EscherRecord escherRecord : getEscherRecords()) {builder.append(escherRecord.toXml(tab + ""\t""));}builder.append(tab).append(""</"").append(getRecordName()).append("">\n"");return builder.toString();}
"	public void writeTo(OutputStream out1) throws IOException {out1.write(RecordId);out1.write(RecordSize);for (Iterator iterator = EscherRecords.iterator(); iterator.hasNext(); ){EscherRecord escherRecord = (EscherRecord)iterator.next();escherRecord.writeTo(out1);}}  C# code: public override void WriteTo(Stream out1, int offset){out1.Write(RecordId, 0, 2);
"public override TokenStream Create(TokenStream input){return new GalicianMinimalStemFilter(input);}
"	"public TokenStream create(TokenStream input) {return new GalicianMinimalStemFilter(input);}
"	public TokenStream create(TokenStream input) {return new NorwegianLightStemFilter(input);}  C# code: public override TokenStream Create(TokenStream input){return
"public override string ToString(){StringBuilder r = new StringBuilder();r.Append(""Commit"");r.Append(""={\n"");r.Append(""tree "");r.Append(treeId != null ? treeId.Name : ""NOT_SET"");r.Append(""\n"");foreach (ObjectId p in parentIds){r.Append(""parent "");r.Append(p.Name);r.Append(""\n"");}r.Append(""author "");r.Append(author != null ? author.ToString() : ""NOT_SET"");r.Append(""\n"");r.Append(""committer "");r.Append(committer != null ? committer.ToString() : ""NOT_SET"");r.Append(""\n"");if (encoding != null && encoding != Constants.CHARSET){r.Append(""encoding "");r.Append(encoding.Name());r.Append(""\n"");}r.Append(""\n"");r.Append(message != null ? message : string.Empty);r.Append(""}"");return r.ToString();}
"	"public String toString() {StringBuilder r = new StringBuilder();r.append(""Commit"");r.append(""={\n"");r.append(""tree "");r.append(treeId != null ? treeId.name() : ""NOT_SET"");r.append(""\n"");for (ObjectId p : parentIds) {r.append(""parent "");r.append(p.name());r.append(""\n"");}r.append(""author "");r.append(author != null ? author.toString() : ""NOT_SET"");r.append(""\n"");r.append(""committer "");r.append(committer != null ? committer.toString() : ""NOT_SET"");r.append(""\n"");r.append(""gpgSignature "");r.append(gpgSignature != null ? gpgSignature.toString() : ""NOT_SET"");r.append(""\n"");if (encoding != null && !References.isSameObject(encoding, UTF_8)) {r.append(""encoding "");r.append(encoding.name());r.append(""\n"");}r.append(""\n"");r.append(message != null ? message : """");r.append(""}"");return r.toString();}
"	public int hashCode() {int hash =
